45,1,93.709,967.67,43.863,38.8,-26.201,22.165
45,2,148.26,332.81,38.496,34.554,-23.106,19.993
45,3,43.544,481.83,32.531,28.38,-19.628,17.195
45,4,-21.821,460.5,25.642,22.391,-15.23,13.451
45,5,-32.961,157.34,19.915,16.974,-11.776,10.55
15,1,-26.612,686.41,14.789,8.9833,-36.889,30.084
15,2,32.966,453.7,11.301,7.0464,-28.689,24.018
15,3,-40.124,650.02,20.077,12.109,-48.361,37.568
15,4,11.348,525.71,15.146,9.4548,-36.886,30.036
15,5,-30.486,364.42,9.2596,5.8593,-22.636,19.287
